vehicle,serial,departure,arrival,duration_min,origin,destination,origin_lat,origin_lng,destination_lat,destination_lng,miles,straight_miles,efficiency_ratio,efficiency
RPS 994-204 20 RR,0470009744,2026-07-28 07:46:22,2026-07-28 08:08:34,22.2,"PR-779 (Secondary), Comerio, Puerto Rico, 00782","Carretera Comerío - Aguas Buenas (Secondary, PR-156), Comerio, Puerto Rico, 00782",18.23036,-66.238393,18.225107,-66.222297,3.91,1.12,3.5,Ineficiente
RPS 933-089 11 EO,0470009731,2026-07-28 07:49:29,2026-07-28 09:35:44,106.2,"Carretera Central (Secondary, PR-14), Aibonito, Puerto Rico, 00705","Residential, Coamo, Puerto Rico, 00769",18.151888,-66.249455,18.061421,-66.371471,15.49,10.16,1.52,Revisar
RPS 933-090 12 LR,0470009730,2026-07-28 07:54:33,2026-07-28 08:19:04,24.5,"Service, Villalba, Puerto Rico, 00766","Carretera Santa Isabel - Coamo (Primary, PR-153), Santa Isabel, Puerto Rico, 00757",18.100968,-66.514855,18.01193,-66.387956,15.44,10.36,1.49,Revisar
RPS 996-332 21 EP,0470009726,2026-07-28 07:55:43,2026-07-28 07:59:19,3.6,"Urbanización Santa Juanita, 8va Sección (Neighbourhood, residential, neighbourhood), Bayamon, Puerto Rico, 00956","DC-4 Calle Atenas, Calle Atenas, Bayamon, Puerto Rico, 00956",18.356507,-66.161826,18.357241,-66.155628,0.69,0.41,1.68,Revisar
RPS 994-209 19 MD,0470009727,2026-07-28 08:01:37,2026-07-28 08:09:12,7.6,"Urbanización Fairview (Neighbourhood, residential, neighbourhood), San Juan, Puerto Rico, 00926","Galería Pacífico (Retail, retail), San Juan, Puerto Rico, 00926",18.364745,-66.03512,18.356286,-66.043135,1.67,0.79,2.13,Ineficiente
RPS 996-332 21 EP,0470009726,2026-07-28 08:03:55,2026-07-28 09:07:22,63.5,"DC-4 Calle Atenas, Calle Atenas, Bayamon, Puerto Rico, 00956","Residential, Bayamon, Puerto Rico, 00956",18.357241,-66.155628,18.350101,-66.137715,3.04,1.27,2.39,Ineficiente
RPS 994-204 20 RR,0470009744,2026-07-28 08:14:31,2026-07-28 09:07:16,52.8,"Carretera Comerío - Aguas Buenas (Secondary, PR-156), Comerio, Puerto Rico, 00782","Residential, Naranjito, Puerto Rico, 00719",18.225121,-66.222251,18.300525,-66.277656,12.38,6.35,1.95,Ineficiente
RPS 933-090 12 LR,0470009730,2026-07-28 08:24:33,2026-07-28 09:20:02,55.5,"Carretera Santa Isabel - Coamo (Primary, PR-153), Santa Isabel, Puerto Rico, 00757","Carretera Jauca II - San Ildefonso (Tertiary, PR-543), Santa Isabel, Puerto Rico, 00769",18.01193,-66.387956,18.000358,-66.339671,10.22,3.27,3.12,Ineficiente
RPS 933-091 13 ME,0470009728,2026-07-28 08:28:19,2026-07-28 08:48:10,19.9,"Calle General Aranda (Residential), Toa Baja, Puerto Rico, 00949","Calle Lago Cerrillos (Residential), Toa Baja, Puerto Rico, 00949",18.402155,-66.200501,18.435908,-66.17906,4.47,2.72,1.64,Revisar
RPS IRK-578 17 AM,0470009725,2026-07-28 08:28:58,2026-07-28 11:14:41,165.7,"Residential, Aguada, Puerto Rico, 00602","Carretera 670 (Tertiary, PR-670), Manati, Puerto Rico, 00693",18.357451,-67.191123,18.424407,-66.475506,59.27,47.15,1.26,Eficiente
RPS 994-209 19 MD,0470009727,2026-07-28 08:36:43,2026-07-28 09:11:51,35.1,"Galería Pacífico (Retail, retail), San Juan, Puerto Rico, 00926","Avenida Mayagüez (Tertiary), San Juan, Puerto Rico, 00917",18.356286,-66.043135,18.412576,-66.04888,7.29,3.91,1.87,Ineficiente
RPS 1035617 - DV,866846053686225,2026-07-28 08:57:42,2026-07-28 08:59:00,1.3,"Calle Rubén Vega (Residential), Quebradillas, Puerto Rico, 00678","Calle Rubén Vega (Residential), Quebradillas, Puerto Rico, 00678",18.4344233,-66.92705,18.4347033,-66.9269216,0,0.02,,Sin distancia suficiente
RPS 1035617 - DV,866846053686225,2026-07-28 08:59:02,2026-07-28 08:59:04,0.0,"Calle Rubén Vega (Residential), Quebradillas, Puerto Rico, 00678","Calle Rubén Vega (Residential), Quebradillas, Puerto Rico, 00678",18.4347033,-66.9269216,18.4347033,-66.9269216,0,0.0,,Sin distancia suficiente
RPS-985-742-18 ER,0470009732,2026-07-28 08:59:48,2026-07-28 09:01:02,1.2,"Residential, Manati, Puerto Rico, 00674","Residential, Manati, Puerto Rico, 00674",18.424452,-66.475479,18.424778,-66.475444,0.05,0.02,,Sin distancia suficiente
RPS 1035617 - DV,866846053686225,2026-07-28 09:00:56,2026-07-28 09:04:31,3.6,"Calle Rubén Vega (Residential), Quebradillas, Puerto Rico, 00678","Calle Rubén Vega (Residential), Quebradillas, Puerto Rico, 00678",18.4347033,-66.9269216,18.43477,-66.9268849,0,0.01,,Sin distancia suficiente
RPS 933-091 13 ME,0470009728,2026-07-28 09:11:07,2026-07-28 09:40:50,29.7,"Calle Lago Cerrillos (Residential), Toa Baja, Puerto Rico, 00949","Residential, Dorado, Puerto Rico, 00646",18.435908,-66.17906,18.478746,-66.267403,8.64,6.5,1.33,Eficiente
RPS-985-742-18 ER,0470009732,2026-07-28 09:12:52,2026-07-28 09:14:38,1.8,"Residential, Manati, Puerto Rico, 00674","Residential, Manati, Puerto Rico, 00674",18.424778,-66.475444,18.42454,-66.475418,0.05,0.02,,Sin distancia suficiente
RPS 994-204 20 RR,0470009744,2026-07-28 09:14:11,2026-07-28 09:42:05,27.9,"Residential, Naranjito, Puerto Rico, 00719","Calle 5 (Residential), Corozal, Puerto Rico, 00783",18.300576,-66.277656,18.346543,-66.319948,7.23,4.22,1.72,Revisar
RPS 996-332 21 EP,0470009726,2026-07-28 09:15:17,2026-07-28 09:53:18,38.0,"Residential, Bayamon, Puerto Rico, 00956","Urbanización Reparto Valencia (Neighbourhood, residential, neighbourhood), Bayamon, Puerto Rico, 00959",18.350101,-66.137715,18.401393,-66.191915,9.13,5.02,1.82,Ineficiente
RPS 994-209 19 MD,0470009727,2026-07-28 09:20:35,2026-07-28 09:40:52,20.3,"Avenida Mayagüez (Tertiary), San Juan, Puerto Rico, 00917","Calle Aponte (Residential), San Juan, Puerto Rico, 00915",18.412576,-66.04888,18.429546,-66.041228,2.42,1.28,1.9,Ineficiente
RPS 1038729 - LV,866846053691563,2026-07-28 09:23:19,2026-07-28 09:34:38,11.3,"Carretera 670 (Tertiary, PR-670), Manati, Puerto Rico, 00693","Carretera Militar (Secondary, PR-2), Manati, Puerto Rico, 00674",18.4244,-66.4756416,18.4364016,-66.462965,0.0,1.17,0.0,Eficiente
RPS 933-090 12 LR,0470009730,2026-07-28 09:40:30,2026-07-28 09:59:44,19.2,"Carretera Jauca II - San Ildefonso (Tertiary, PR-543), Santa Isabel, Puerto Rico, 00769","Calle Lirios (Unclassified), Salinas, Puerto Rico, 00751",18.000358,-66.339671,17.985886,-66.278445,7.74,4.15,1.87,Ineficiente
RPS 1038729 - LV,866846053691563,2026-07-28 09:41:30,2026-07-28 10:18:14,36.7,"Carretera Militar (Secondary, PR-2), Manati, Puerto Rico, 00674","Quintas de Dorado (Neighbourhood, residential, neighbourhood), Dorado, Puerto Rico, 00646",18.4364016,-66.462965,18.462245,-66.274815,0.01,12.46,0.0,Eficiente
RPS 994-204 20 RR,0470009744,2026-07-28 09:46:45,2026-07-28 10:01:06,14.3,"Calle 5 (Residential), Corozal, Puerto Rico, 00783","PR-817 (Tertiary), Corozal, Puerto Rico, 00783",18.346543,-66.319948,18.343921,-66.343329,2.71,1.54,1.75,Revisar
RPS 994-209 19 MD,0470009727,2026-07-28 09:50:36,2026-07-28 10:08:52,18.3,"Calle Aponte (Residential), San Juan, Puerto Rico, 00915","Calle Inglaterra (Residential), San Juan, Puerto Rico, 00915",18.429546,-66.041228,18.438433,-66.057298,2.14,1.22,1.76,Revisar
RPS 933-091 13 ME,0470009728,2026-07-28 09:58:24,2026-07-28 10:37:33,39.1,"Residential, Dorado, Puerto Rico, 00646","Calle Versailles (Residential), Dorado, Puerto Rico, 00646",18.478746,-66.267403,18.441936,-66.301815,7.24,3.4,2.13,Ineficiente
RPS 933-089 11 EO,0470009731,2026-07-28 10:00:58,2026-07-28 11:47:46,106.8,"Residential, Coamo, Puerto Rico, 00769","Carretera 670 (Tertiary, PR-670), Manati, Puerto Rico, 00693",18.061421,-66.37147,18.424365,-66.475485,43.43,25.99,1.67,Revisar
RPS 996-332 21 EP,0470009726,2026-07-28 10:02:48,2026-07-28 10:44:46,42.0,"Urbanización Reparto Valencia (Neighbourhood, residential, neighbourhood), Bayamon, Puerto Rico, 00959","Service, Manati, Puerto Rico, 00674",18.401393,-66.191914,18.444998,-66.457148,21.06,17.65,1.19,Eficiente
RPS 994-204 20 RR,0470009744,2026-07-28 10:08:47,2026-07-28 10:40:24,31.6,"PR-817 (Tertiary), Corozal, Puerto Rico, 00783","Service, Corozal, Puerto Rico, 00783",18.343921,-66.343329,18.286748,-66.321895,7.08,4.19,1.69,Revisar
RPS 933-090 12 LR,0470009730,2026-07-28 10:09:01,2026-07-28 10:59:14,50.2,"Calle Lirios (Unclassified), Salinas, Puerto Rico, 00751","Calle Amatista (Residential), Arroyo, Puerto Rico, 00714",17.985886,-66.278445,17.988855,-66.055353,18.87,14.66,1.29,Eficiente
RPS 994-209 19 MD,0470009727,2026-07-28 10:22:25,2026-07-28 11:07:33,45.1,"Calle Inglaterra (Residential), San Juan, Puerto Rico, 00915","Roof, Carretera Militar, Manatí, Puerto Rico, 00674",18.438433,-66.057298,18.432141,-66.476828,31.76,27.5,1.15,Eficiente
RPS 994-204 20 RR,0470009744,2026-07-28 10:48:20,2026-07-28 11:36:50,48.5,"Service, Corozal, Puerto Rico, 00783","Residential, Manati, Puerto Rico, 00674",18.286716,-66.321938,18.424713,-66.475418,23.55,13.86,1.7,Revisar
RPS 996-332 21 EP,0470009726,2026-07-28 10:51:30,2026-07-28 10:59:47,8.3,"Service, Manati, Puerto Rico, 00674","Roof, Carretera Militar, Manatí, Puerto Rico, 00674",18.444998,-66.457148,18.432109,-66.476952,3.09,1.57,1.96,Ineficiente
RPS 933-091 13 ME,0470009728,2026-07-28 11:02:48,2026-07-28 11:34:32,31.7,"Calle Versailles (Residential), Dorado, Puerto Rico, 00646","Residential, Manati, Puerto Rico, 00674",18.441936,-66.301815,18.418636,-66.461973,15.17,10.62,1.43,Revisar
RPS 933-090 12 LR,0470009730,2026-07-28 11:03:59,2026-07-28 12:34:00,90.0,"Calle Amatista (Residential), Arroyo, Puerto Rico, 00714","Residential, Yabucoa, Puerto Rico, 00767",17.988855,-66.055353,18.099346,-65.899378,32.53,12.78,2.55,Ineficiente
RPS 996-332 21 EP,0470009726,2026-07-28 11:05:59,2026-07-28 11:11:50,5.8,"Roof, Carretera Militar, Manatí, Puerto Rico, 00674","Residential, Manati, Puerto Rico, 00674",18.432109,-66.476956,18.424761,-66.47544,0.76,0.52,1.46,Revisar
RPS 994-209 19 MD,0470009727,2026-07-28 11:11:49,2026-07-28 11:16:48,5.0,"Roof, Carretera Militar, Manatí, Puerto Rico, 00674","Residential, Manati, Puerto Rico, 00674",18.432141,-66.476828,18.424731,-66.47544,0.74,0.52,1.42,Revisar
RPS 1038729 - LV,866846053691563,2026-07-28 11:18:21,2026-07-28 12:00:57,42.6,"Quintas de Dorado (Neighbourhood, residential, neighbourhood), Dorado, Puerto Rico, 00646","Residential, Toa Alta, Puerto Rico, 00953",18.462245,-66.274815,18.366375,-66.2941516,0.01,6.74,0.0,Eficiente
RPS 996-332 21 EP,0470009726,2026-07-28 11:22:23,2026-07-28 11:26:52,4.5,"Residential, Manati, Puerto Rico, 00674","Residential, Manati, Puerto Rico, 00674",18.424759,-66.475438,18.424432,-66.475444,0.04,0.02,,Sin distancia suficiente
RPS 994-209 19 MD,0470009727,2026-07-28 11:28:08,2026-07-28 11:30:06,2.0,"Residential, Manati, Puerto Rico, 00674","Residential, Manati, Puerto Rico, 00674",18.42473,-66.47544,18.424438,-66.47546,0.04,0.02,,Sin distancia suficiente
RPS 994-204 20 RR,0470009744,2026-07-28 11:41:05,2026-07-28 11:42:24,1.3,"Residential, Manati, Puerto Rico, 00674","Residential, Manati, Puerto Rico, 00674",18.424713,-66.475418,18.424618,-66.475436,0.03,0.01,,Sin distancia suficiente
RPS 1038729 - LV,866846053691563,2026-07-28 13:17:44,2026-07-28 13:31:05,13.3,"Residential, Toa Alta, Puerto Rico, 00953","Residential, Toa Alta, Puerto Rico, 00953",18.366375,-66.2941516,18.345015,-66.2669616,0.0,2.31,0.0,Eficiente
RPS 1038729 - LV,866846053691563,2026-07-28 13:45:49,2026-07-28 14:26:45,40.9,"Residential, Toa Alta, Puerto Rico, 00953","Calle del Carmen (Residential), Toa Baja, Puerto Rico, 00949",18.345015,-66.2669616,18.460645,-66.144355,0.01,11.33,0.0,Eficiente
RPS 1038729 - LV,866846053691563,2026-07-28 14:57:45,2026-07-28 15:15:59,18.2,"Calle del Carmen (Residential), Toa Baja, Puerto Rico, 00949","Calle Vázquez (Residential), Toa Baja, Puerto Rico, 00952",18.460645,-66.144355,18.426725,-66.178045,0.0,3.22,0.0,Eficiente
RPS 1038729 - LV,866846053691563,2026-07-28 17:48:40,2026-07-28 18:29:36,40.9,"Calle Vázquez (Residential), Toa Baja, Puerto Rico, 00952","Residential, Vega Baja, Puerto Rico, 00693",18.426725,-66.178045,18.4827066,-66.4287899,0.01,16.88,0.0,Eficiente
RPS 933-090 12 LR,0470009730,2026-07-29 00:54:31,2026-07-29 02:23:06,88.6,"Residential, Yabucoa, Puerto Rico, 00767","Carretera 670 (Tertiary, PR-670), Manati, Puerto Rico, 00693",18.099353,-65.899386,18.424373,-66.475573,64.64,43.97,1.47,Revisar
RPS 994-209 19 MD,0470009727,2026-07-29 03:02:07,2026-07-29 03:04:29,2.4,"Residential, Manati, Puerto Rico, 00674","Residential, Manati, Puerto Rico, 00674",18.424439,-66.475459,18.424734,-66.475469,0.05,0.02,,Sin distancia suficiente
RPS 996-332 21 EP,0470009726,2026-07-29 03:06:21,2026-07-29 03:31:44,25.4,"Residential, Manati, Puerto Rico, 00674","Calle Pina (Residential), Florida, Puerto Rico, 00650",18.424434,-66.475442,18.384731,-66.554598,9.73,5.87,1.66,Revisar
RPS 994-209 19 MD,0470009727,2026-07-29 03:07:05,2026-07-29 03:33:44,26.6,"Residential, Manati, Puerto Rico, 00674","Camino Villalobos (Residential), Ciales, Puerto Rico, 00638",18.424738,-66.475466,18.310175,-66.517556,11.53,8.38,1.38,Revisar
RPS IRK-578 17 AM,0470009725,2026-07-29 03:11:14,2026-07-29 05:49:45,158.5,"Carretera 670 (Tertiary, PR-670), Manati, Puerto Rico, 00693","Residential, Patillas, Puerto Rico, 00723",18.424407,-66.475506,17.975893,-65.938313,82.62,46.94,1.76,Revisar
RPS 996-332 21 EP,0470009726,2026-07-29 03:40:57,2026-07-29 04:15:56,35.0,"Calle Pina (Residential), Florida, Puerto Rico, 00650","Calle Sagrado Corazón de Jesús (Residential), Arecibo, Puerto Rico, 00612",18.384731,-66.554596,18.442961,-66.657228,13.69,7.84,1.75,Revisar
RPS 933-091 13 ME,0470009728,2026-07-29 03:56:52,2026-07-29 04:06:31,9.7,"Residential, Manati, Puerto Rico, 00674","Carretera 670 (Tertiary, PR-670), Manati, Puerto Rico, 00693",18.41864,-66.461976,18.424373,-66.475584,1.44,0.98,1.48,Revisar
RPS 996-332 21 EP,0470009726,2026-07-29 04:31:42,2026-07-29 04:53:23,21.7,"Calle Sagrado Corazón de Jesús (Residential), Arecibo, Puerto Rico, 00612","Calle El Grillo (Residential), Arecibo, Puerto Rico, 00612",18.442961,-66.657228,18.419801,-66.713138,8.33,4.0,2.08,Ineficiente
RPS 994-204 20 RR,0470009744,2026-07-29 04:49:17,2026-07-29 05:11:22,22.1,"Terranova (Neighbourhood, residential, neighbourhood), Guaynabo, Puerto Rico, 00971","Condominio Sierra Alta (Residential, residential), San Juan, Puerto Rico, 00926",18.359195,-66.12393,18.350091,-66.080631,3.94,2.91,1.35,Eficiente
RPS-985-742-18 ER,0470009732,2026-07-29 05:00:05,2026-07-29 05:25:31,25.4,"PR-714 (Tertiary), Salinas, Puerto Rico, 00751","Calle Arena (Residential), Salinas, Puerto Rico, 00704",18.062075,-66.22913,17.960223,-66.232413,9.95,7.04,1.41,Revisar
RPS-985-742-18 ER,0470009732,2026-07-29 05:36:29,2026-07-29 06:01:29,25.0,"Calle Arena (Residential), Salinas, Puerto Rico, 00704","Calle 19 (Residential), Guayama, Puerto Rico, 00784",17.960223,-66.232413,17.968628,-66.126939,8.56,6.96,1.23,Eficiente
RPS 933-091 13 ME,0470009728,2026-07-29 05:48:13,2026-07-29 05:50:59,2.8,"Carretera 670 (Tertiary, PR-670), Manati, Puerto Rico, 00693","Residential, Manati, Puerto Rico, 00674",18.424373,-66.475584,18.424728,-66.475471,0.05,0.03,,Sin distancia suficiente
RPS 933-091 13 ME,0470009728,2026-07-29 05:54:24,2026-07-29 06:02:42,8.3,"Residential, Manati, Puerto Rico, 00674","Post_office (United States Postal Service), Manati, Puerto Rico, 00674",18.424728,-66.475471,18.432886,-66.484283,1.33,0.81,1.64,Revisar
RPS 994-209 19 MD,0470009727,2026-07-29 06:05:25,2026-07-29 06:10:58,5.5,"Calle Santo Domingo (Residential), Corozal, Puerto Rico, 00783","Camino del Banco (Tertiary, PR-807), Corozal, Puerto Rico, 00783",18.341735,-66.3184,18.332736,-66.317705,0.79,0.62,1.26,Eficiente
RPS 994-204 20 RR,0470009744,2026-07-29 06:19:45,2026-07-29 06:39:56,20.2,"Calle 1 (Residential), San Juan, Puerto Rico, 00927","Jardines de Quintana (Neighbourhood, residential, neighbourhood), San Juan, Puerto Rico, 00917",18.392988,-66.07122,18.416546,-66.047405,4.7,2.26,2.08,Ineficiente
RPS 933-090 12 LR,0470009730,2026-07-29 06:20:27,2026-07-29 07:29:59,69.5,"Carretera 670 (Tertiary, PR-670), Manati, Puerto Rico, 00693","Hospital Auxilio Mutuo (Hospital), Avenida Ponce de León, Hato Rey, Puerto Rico, 00919-1227",18.424373,-66.475573,18.408481,-66.052196,31.69,27.78,1.14,Eficiente
RPS 994-209 19 MD,0470009727,2026-07-29 06:21:57,2026-07-29 06:46:44,24.8,"Camino del Banco (Tertiary, PR-807), Corozal, Puerto Rico, 00783","PR-803 (Tertiary), Corozal, Puerto Rico, 00783",18.332736,-66.317705,18.297041,-66.304211,5.7,2.62,2.17,Ineficiente
RPS 996-332 21 EP,0470009726,2026-07-29 06:29:04,2026-07-29 06:47:24,18.3,"Calle Correo (Residential), Camuy, Puerto Rico, 00627","Paseo Los Ángeles (Residential), Quebradillas, Puerto Rico, 00678",18.484821,-66.849108,18.459503,-66.921459,5.61,5.05,1.11,Eficiente
RPS IRK-578 17 AM,0470009725,2026-07-29 06:35:58,2026-07-29 06:56:38,20.7,"Carretera Maunabo - Patillas (Secondary, PR-3), Patillas, Puerto Rico, 00723","Calle 1 (Residential), Arroyo, Puerto Rico, 00714",18.001851,-66.012278,17.990291,-66.048055,3.78,2.48,1.52,Revisar
RPS 933-091 13 ME,0470009728,2026-07-29 06:41:23,2026-07-29 06:58:36,17.2,"Calle Crisantemo (Residential), Vega Baja, Puerto Rico, 00693","Carretera Militar (Secondary, PR-2), Vega Baja, Puerto Rico, 00693",18.44967,-66.399563,18.445681,-66.377593,1.83,1.47,1.25,Eficiente
RPS 996-332 21 EP,0470009726,2026-07-29 06:54:50,2026-07-29 07:10:14,15.4,"Paseo Los Ángeles (Residential), Quebradillas, Puerto Rico, 00678","Calle Román Baldorioty de Castro (Residential), Quebradillas, Puerto Rico, 00678",18.459503,-66.921459,18.461226,-66.945253,2.8,1.56,1.79,Revisar
RPS 994-209 19 MD,0470009727,2026-07-29 06:56:20,2026-07-29 07:32:07,35.8,"PR-803 (Tertiary), Corozal, Puerto Rico, 00783","Camino Los López (Residential), Naranjito, Puerto Rico, 00719",18.297041,-66.304211,18.278121,-66.273185,9.83,2.42,4.06,Ineficiente
RPS-985-742-18 ER,0470009732,2026-07-29 07:00:45,2026-07-29 07:34:19,33.6,"Calle 4 (Residential), Guayama, Puerto Rico, 00784","Calle 4 (Residential), Guayama, Puerto Rico, 00784",17.948221,-66.133693,17.97741,-66.09979,5.23,3.01,1.74,Revisar
RPS IRK-578 17 AM,0470009725,2026-07-29 07:03:32,2026-07-29 07:51:49,48.3,"Calle 1 (Residential), Arroyo, Puerto Rico, 00714","Calle Turpial (Residential), Salinas, Puerto Rico, 00704",17.990291,-66.048055,17.98272,-66.224401,17.01,11.6,1.47,Revisar
RPS 933-089 11 EO,0470009731,2026-07-29 07:20:06,2026-07-29 08:18:13,58.1,"Torrimar Shopping Center (Retail, retail), Avenida Ramírez de Arellano, Guaynabo, Puerto Rico, 00966","Carretera 670 (Tertiary, PR-670), Manati, Puerto Rico, 00693",18.39096,-66.117994,18.424416,-66.475539,30.67,23.55,1.3,Eficiente
RPS-985-742-18 ER,0470009732,2026-07-29 07:34:20,2026-07-29 07:59:59,25.6,"Calle 4 (Residential), Guayama, Puerto Rico, 00784","Calle Gardenia (Residential), Guayama, Puerto Rico, 00784",17.97741,-66.09979,17.975335,-66.093388,0.94,0.44,2.12,Ineficiente
RPS 996-332 21 EP,0470009726,2026-07-29 07:39:02,2026-07-29 08:09:29,30.4,"PR-480 (Tertiary), Quebradillas, Puerto Rico, 00678","Camino de Péndula (Tertiary, PR-486), Camuy, Puerto Rico, 00627",18.4439,-66.920454,18.411285,-66.85692,7.65,4.74,1.61,Revisar
RPS 933-090 12 LR,0470009730,2026-07-29 07:48:01,2026-07-29 08:12:53,24.9,"Hospital Auxilio Mutuo (Hospital), Avenida Ponce de León, Hato Rey, Puerto Rico, 00919-1227","Calle Anón (Residential), San Juan, Puerto Rico, 00924",18.408481,-66.052196,18.39172,-66.02061,4.83,2.37,2.04,Ineficiente
RPS 994-209 19 MD,0470009727,2026-07-29 07:50:34,2026-07-29 08:30:15,39.7,"Camino Los López (Residential), Naranjito, Puerto Rico, 00719","Camino Tule Vargas (Residential), Barranquitas, Puerto Rico, 00794",18.278121,-66.273185,18.211681,-66.308363,8.76,5.14,1.71,Revisar
